Category,Property Type,Address,Bedrooms,Bathrooms,Price,Link,Telephone,Managed,Pool,Furnished
Rent,Single family,6500 NE 21st Rd Fort Lauderdale FL 33308,3,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/6500-NE-21st-Rd_Fort-Lauderdale_FL_33308_M55348-96452"",""https://www.realtor.com/realestateandhomes-detail/6500-NE-21st-Rd_Fort-Lauderdale_FL_33308_M55348-96452"")",,,Y,N
Rent,Single family,1811 NE 8th St Fort Lauderdale FL 33304,3,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/1811-NE-8th-St_Fort-Lauderdale_FL_33304_M69695-63149"",""https://www.realtor.com/realestateandhomes-detail/1811-NE-8th-St_Fort-Lauderdale_FL_33304_M69695-63149"")",,,Y,N
Rent,Single family,3721 SW 49th St Fort Lauderdale FL 33312,5,3,"$5,100","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/3721-SW-49th-St_Fort-Lauderdale_FL_33312_M51948-96178"",""https://www.realtor.com/realestateandhomes-detail/3721-SW-49th-St_Fort-Lauderdale_FL_33312_M51948-96178"")",,,Y,N
Rent,Single family,3799 Lancewood Dr Coral Springs FL 33065,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/3799-Lancewood-Dr_Coral-Springs_FL_33065_M64354-60846"",""https://www.realtor.com/realestateandhomes-detail/3799-Lancewood-Dr_Coral-Springs_FL_33065_M64354-60846"")",,,Y,N
Rent,Single family,16195 SW 28th Ct Miramar FL 33027 M69389 43784?ex=2955711211&listing,5,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/16195-SW-28th-Ct_Miramar_FL_33027_M69389-43784?ex=2955711211&listing_status=rental"",""https://www.realtor.com/realestateandhomes-detail/16195-SW-28th-Ct_Miramar_FL_33027_M69389-43784?ex=2955711211&listing_status=rental"")",,,Y,N
Rent,Single family,4863 Willow Dr Boca Raton FL 33487,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/4863-Willow-Dr_Boca-Raton_FL_33487_M58137-89844"",""https://www.realtor.com/realestateandhomes-detail/4863-Willow-Dr_Boca-Raton_FL_33487_M58137-89844"")",,,N,N
Rent,Single family,2735 NW 99th St Miami FL 33147,5,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/2735-NW-99th-St_Miami_FL_33147_M69576-48536"",""https://www.realtor.com/realestateandhomes-detail/2735-NW-99th-St_Miami_FL_33147_M69576-48536"")",,,N,N
Rent,Single family,2555 NW 105th Ln Sunrise FL 33322,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/2555-NW-105th-Ln_Sunrise_FL_33322_M60584-79796"",""https://www.realtor.com/realestateandhomes-detail/2555-NW-105th-Ln_Sunrise_FL_33322_M60584-79796"")",,,N,N
Rent,Single family,20941 NE 25th Ct Miami FL 33180,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/20941-NE-25th-Ct_Miami_FL_33180_M55812-79588"",""https://www.realtor.com/realestateandhomes-detail/20941-NE-25th-Ct_Miami_FL_33180_M55812-79588"")",,,Y,N
Rent,Single family,16718 SW 36th Ct Miramar FL 33027,4,3.5,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/16718-SW-36th-Ct_Miramar_FL_33027_M63271-34347"",""https://www.realtor.com/realestateandhomes-detail/16718-SW-36th-Ct_Miramar_FL_33027_M63271-34347"")",,,Y,N
Rent,Single family,11177 NW 79th Ln Doral FL 33178 M51848 09274?ex=2955033777&listing,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/11177-NW-79th-Ln_Doral_FL_33178_M51848-09274?ex=2955033777&listing_status=rental"",""https://www.realtor.com/realestateandhomes-detail/11177-NW-79th-Ln_Doral_FL_33178_M51848-09274?ex=2955033777&listing_status=rental"")",,,N,N
Rent,Single family,1345 Adams St Hollywood FL 33019,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/1345-Adams-St_Hollywood_FL_33019_M59188-29635"",""https://www.realtor.com/realestateandhomes-detail/1345-Adams-St_Hollywood_FL_33019_M59188-29635"")",,,Y,N
Rent,Single family,2620 NE 19th St Pompano Beach FL 33062,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/2620-NE-19th-St_Pompano-Beach_FL_33062_M61411-66624"",""https://www.realtor.com/realestateandhomes-detail/2620-NE-19th-St_Pompano-Beach_FL_33062_M61411-66624"")",,,Y,N
Rent,Single family,11465 NW 88th Ln Doral FL 33178,4,3.5,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/11465-NW-88th-Ln_Doral_FL_33178_M66491-38439"",""https://www.realtor.com/realestateandhomes-detail/11465-NW-88th-Ln_Doral_FL_33178_M66491-38439"")",,,Y,N
Rent,Single family,17464 SW 47th Ct Miramar FL 33029,5,3.5,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/17464-SW-47th-Ct_Miramar_FL_33029_M61587-04117"",""https://www.realtor.com/realestateandhomes-detail/17464-SW-47th-Ct_Miramar_FL_33029_M61587-04117"")",,,Y,N
Rent,Single family,17373 SW 47th Ct Miramar FL 33029,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/17373-SW-47th-Ct_Miramar_FL_33029_M68819-24263"",""https://www.realtor.com/realestateandhomes-detail/17373-SW-47th-Ct_Miramar_FL_33029_M68819-24263"")",,,Y,N
Rent,Single family,10605 Mendocino Ln Boca Raton FL 33428,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/10605-Mendocino-Ln_Boca-Raton_FL_33428_M63189-63812"",""https://www.realtor.com/realestateandhomes-detail/10605-Mendocino-Ln_Boca-Raton_FL_33428_M63189-63812"")",,,N,N
Rent,Single family,2380 NE 196th St Miami FL 33180,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/2380-NE-196th-St_Miami_FL_33180_M56651-91119"",""https://www.realtor.com/realestateandhomes-detail/2380-NE-196th-St_Miami_FL_33180_M56651-91119"")",,,Y,N
Rent,Single family,19921 NW 4th St Pembroke Pines FL 33029,4,3.5,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/19921-NW-4th-St_Pembroke-Pines_FL_33029_M62214-22240"",""https://www.realtor.com/realestateandhomes-detail/19921-NW-4th-St_Pembroke-Pines_FL_33029_M62214-22240"")",,,Y,N
Rent,,1399 W Camino Real Boca Raton FL 33486,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/1399-W-Camino-Real_Boca-Raton_FL_33486_M50337-16390"",""https://www.realtor.com/realestateandhomes-detail/1399-W-Camino-Real_Boca-Raton_FL_33486_M50337-16390"")",,,N,N
Rent,Single family,10400 Milburn Ln Boca Raton FL 33498,5,3.5,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/10400-Milburn-Ln_Boca-Raton_FL_33498_M62912-00685"",""https://www.realtor.com/realestateandhomes-detail/10400-Milburn-Ln_Boca-Raton_FL_33498_M62912-00685"")",,,Y,N
Rent,Single family,2232 SW 126th Ave M38 Miramar FL 33027,4,3.5,"$5,100","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/2232-SW-126th-Ave-M38_Miramar_FL_33027_M96771-55365"",""https://www.realtor.com/realestateandhomes-detail/2232-SW-126th-Ave-M38_Miramar_FL_33027_M96771-55365"")",,,N,N
Rent,Single family,20 SW 9th St Delray Beach FL 33444 M59886 44795?ex=2952210997&listing,5,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/20-SW-9th-St_Delray-Beach_FL_33444_M59886-44795?ex=2952210997&listing_status=rental"",""https://www.realtor.com/realestateandhomes-detail/20-SW-9th-St_Delray-Beach_FL_33444_M59886-44795?ex=2952210997&listing_status=rental"")",,,Y,N
Rent,Single family,Hollywood FL 33019,3,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/Hollywood_FL_33019_M60111-85463"",""https://www.realtor.com/realestateandhomes-detail/Hollywood_FL_33019_M60111-85463"")",,,Y,N
Rent,Single family,5710 NW 62nd St Parkland FL 33067,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/5710-NW-62nd-St_Parkland_FL_33067_M53649-22117"",""https://www.realtor.com/realestateandhomes-detail/5710-NW-62nd-St_Parkland_FL_33067_M53649-22117"")",,,Y,N
Rent,Single family,8962 NW 34th St Hollywood FL 33024,5,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/8962-NW-34th-St_Hollywood_FL_33024_M51622-26877"",""https://www.realtor.com/realestateandhomes-detail/8962-NW-34th-St_Hollywood_FL_33024_M51622-26877"")",,,N,N
Rent,Single family,314 SE 4th St Dania Beach FL 33004,3,3,"$5,100","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/314-SE-4th-St_Dania-Beach_FL_33004_M60960-88652"",""https://www.realtor.com/realestateandhomes-detail/314-SE-4th-St_Dania-Beach_FL_33004_M60960-88652"")",,,Y,N
Rent,Single family,10605 Mendocino Ln 33428 Boca Raton FL 33428,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/10605-Mendocino-Ln-33428_Boca-Raton_FL_33428_M96940-56488"",""https://www.realtor.com/realestateandhomes-detail/10605-Mendocino-Ln-33428_Boca-Raton_FL_33428_M96940-56488"")",,,Y,N
Rent,Single family,15039 SW 51st St Davie FL 33331,5,3.5,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/15039-SW-51st-St_Davie_FL_33331_M61419-01794"",""https://www.realtor.com/realestateandhomes-detail/15039-SW-51st-St_Davie_FL_33331_M61419-01794"")",,,Y,N
Rent,Single family,5013 NW 124th Way Coral Springs FL 33076,4,4,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/5013-NW-124th-Way_Coral-Springs_FL_33076_M57972-07050"",""https://www.realtor.com/realestateandhomes-detail/5013-NW-124th-Way_Coral-Springs_FL_33076_M57972-07050"")",,,Y,N
Rent,Single family,19243 NW 12th Mnr Pembroke Pines FL 33029,5,3.5,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/19243-NW-12th-Mnr_Pembroke-Pines_FL_33029_M54041-80121"",""https://www.realtor.com/realestateandhomes-detail/19243-NW-12th-Mnr_Pembroke-Pines_FL_33029_M54041-80121"")",,,Y,N
Rent,Single family,12319 NW 77th Mnr Parkland FL 33076,4,3,"$5,000","=HYPERLINK(""https://www.realtor.com/realestateandhomes-detail/12319-NW-77th-Mnr_Parkland_FL_33076_M54443-62192"",""https://www.realtor.com/realestateandhomes-detail/12319-NW-77th-Mnr_Parkland_FL_33076_M54443-62192"")",,,Y,N
